ProductId,Current stock,2026-07-13
LDWWE27123PK,66,31
PLTABC+ICST64E27,76,66
ENC4138,8,29
5IP20100,181,127
ENC4339,0,7
ENC4348,6,5
LDCWB223APK,0,0
LDCWB22253PK,0,0
LDWWB22123PK,0,0
LDCWE2718APK,27,14
LDCWE27182PK,137,70
PLTABM+ICST64E27,54,39
PLWP120RR+ICST64E27,45,43
CRSF100CO+PHUP1PBRCO+CNT900CO+LSCY290CO,256,223
ENC4338,0,47
CRFF140BM+WSCH135BM+LSDO210RE+ICST64E27,129,0
CRSF100GG+PHTT1PWR105GG+WCGSGD+ICST64E27,19,15
LDWWE273,0,0
PHSF1PWR40WH+LSBS160GR+ICST64E27,85,112
24IP20300,106,100
CRSF100BM+PHUH1HETBM+LSCY290BC+ICST64E27,779,214
LSCY290BS+RPR44WH,1105,1009
CRSF100RO+PHCHPBRRO+WCWDRO,167,133
12IP20720,57,0
CRSF100BM+PHSQ1PBRYB+LSFT220YE+LDMST64E274,0,563
LDCWB22153PK,103,85
CRSF140GL+LHNSE27YB+SCRN70BM+LSDO210BM,0,0
LSLT360NB2PK+RPR44WH2PK,33,31
CRFF500RR+PHSH1PBRRR3PK+WCBNRR3PK,19,18
CRFF108RO+WSST70RO+LSFT220RO+ICST64E27,80,72
CRSF100BM+WSHR135BM+LSOL180BM+ICST64E27,693,595
PLWP120BM+ICST64E27,1,1
CRSF100BM+LHHTE27BM+WCWVBM,98,84
CRSF100BM5PK+PHHT1PBRBM5PK+ICST64E275PK,1457,1263
ENC4337,0,38
WCB1WH,365,278
CRFF140GL+LHNSE27YB+SCRN70BM+LSFT220RR+ICST64E27,44,644
CRSF100BU+PHRB1PBRWH+LSWE315BU+ICST64E27,34,33
ENC4437,0,0
CRSF100BU+PHCH1PWRSBU+LSMS320BU,0,0
LDWWE2793PK,0,0
PHSF1PWR40WH+LSBS160BM,0,170
24IP2024,101,73
LSDO400NB+RPR44WH,0,0
CRSF100BM+PHPV1HERBM+LSDO210BM+ICST64E27,17,55
CRSF100BS+PLOTBS+LSFT220BS+ICST64E27,24,19
CRSF100RR+PLOTRR+LSFT220RR+ICST64E27,95,70
PLDMBC,226,185
CRSF100OR+PHCH1PWRSOR+LSFT220OR,156,119
CRSF100RO+PHCHPBRRO+WCWDRO+LDMST64E274,167,133
12IP20240,122,0
12IP20180,399,362
CRSF100BM+PHSH1PBRYB+LSSS300RE,1215,975
LDWWB2225,0,0
LSHH240BB+RPR44WH,110,100
LSDO400RE+RPR44WH,29,5
CRSF100BM+PHSQ1PBRYB+LSFT220GR,0,1306
12IP67350,208,0
CRSF100BM+PHSH1PBRYB+LSSS300RE+ICST64E2740,1215,975
PHCT1BMRBM+PHBA1BMRBM+LSLT360NB,66,62
CRFF500RR+PHSH1PBRRR3PK+LSTF40RR3PK,19,18
CRFF108RO+WSST70RO+ICST64E27,80,72
CRFF108RO+WSST70RO+LSDM220RO,80,72
CRSF100RR+PLOTRR,95,70
LDWWE27255PK,98,87
PLBXRR+PLWP120RR+LSUL220RR,45,43
ENC2181,95,76
ENC4084,0,57
LDCWB2252PK,12,2
LDWWE2712APK,19,9
PLWP120BC+ICST64E27,121,115
PLWEBM+PHHT1PBRBM+WCSRBM+ICT45E2760,25,0
ENC4368,256,223
5IP2050,179,109
5IP20300,314,301
ENC3469,9,8
CRSF100BM+PHCN1PBRBM+CNT900BM+LSCY290BM,372,194
ENC4433,6,5
CRFF140BM+WSCH135BM+LSDO210RE,129,0
LDWWE2715APK,28,24
LDWWE2733PK,0,0
CRSF100SE+WSSM40BM+LSOL180SE+LDMST64E274,-,
PLBXBC+PLWP120BC+LSUL220BC+ICST64E27,121,115
PLBXBM+PLWP120BM+LSUL220BM+ICST64E27,1,1
LDWWB225APK,0,0
LDWWB22183PK,0,0
LDCWB2255PK,5,0
LDWWB22182PK,0,0
LDCWB227,-9,0
LDCWE2795PK,0,0
LDWWE27125PK,39,18
PLTABB+ICST64E27,15,62
WCB1BB,1,28
ENC4364,149,56
PLHTBS+ICST64E27,75,75
PHSF1PWR40WH+LSBS160OR,0,180
PHSF1PWR40WH+LSBS160YE,7,181
CRSF100CH+PHCHPCRCH+LSMS320YE,195,2
PLBXBS+PLWP120BS+LSUL220BS,28,10
PLBXRR+PLWP120RR+LSUL220RR+ICST64E27,45,43
CRSF100RR+PLOTRR+WCBNRR+ICST64E2740,95,70
CRSF100BM+PLOTBM+ICST64E27,45,28
CRSF100RO+WSNW170RO+WCBNRO,153,148
LDCWE2775PK,0,0
LDWWB2212APK,0,0
PLBXBC+PLWP120BC+LSUL220BC,121,115
PLBXBM+PLWP120BM+LSUL220BM,1,1
LDCWE2752PK,0,0
LDCWE2755PK,0,0
ENC4366,372,194
CRFF500FG+PHTT1PWR105GG3PK+WCGSGD3PK,6,5
CRSF100RE2PK+LHLTE27RE2PK+WCGSRE2PK,0,38
CCBKNWE7,663,551
CCBKNWE50,-1,0
CRFF140BM2PK+WSCH135BM2PK+LSDO210RE2PK,64,0
CRSF100BM+PHUP1PBRBM+CNT900BM+LSCY290BM,372,194
WSNGBM+LSFT220GR+LDCWE277,150,149
PHSF1PWR40WH+LSBS160BM+ICST64E27,0,170
24IP20400,19,0
CRSF100BM+WSCH135BM+LSDO210BM+ICST64E27,610,0
CRSF100NB+WSCH135NB+LSDO210NB,131,126
CRSF100BM+PHUH1HETBM+LSCY290GR+ICST64E27,779,214
WSWMYE+ICT45E2760,75,59
CRSF100BM+PHUH1HETBM+LSCY290YE+ICST64E27,779,214
CRSF100BM+PHUH1HETBM+LSCY290RR,38,214
CRSF100BM+PHUH1HETBM+LSCY290BS,779,214
PLDMBM,63,55
ENC4344,54,357
LSDO300YE+RPR44WH,40,29
12IP2080,200,143
CRSF100BM+PHSQ1PBRYB+LSFT220RE,0,497
WCB814BM,0,0
ENC3550,77,68
CRSF100BM+WSLS155GB+LSCY290RR,38,269
ENC4710,47,40
WCWDCH+RPR44WH,171,146
ENC5024,12,9
CRFF108RO+WSST70RO+LSFT220RO,80,72
CRFF500RR+PHCH1PBRRR3PK+WCB5RR3PK,12,9
CRSF100BM+WSHR135BM+LSHH240BB+ICST64E27,110,100
LDMG125E2782PK,1403,1622
CRSF100BM+WSHR135BM+LSOL180RR+ICST64E27,164,99
CRSF100WH+PHRB1PWRPW+LSDW100WH+ICST64E27,85,21
CRSF100WHAPK+PHCH1PWRSWHAPK,28,23
ENC4736,103,101
ENC4763,0,0
CRFF500CH+PHTT1PCRCH3PK+WCDC10CH3PK,14,15
CRFF500WH+PHTT1PWR105RE3PK+WCGSRE3PK,26,25
LHRBE27BM,3839,4224
CRSF100WH2PK+PHCH1PWRSYE2PK+LSDO210YE2PK,0,86
CRSF100BMAPK+PHHT1PBRBMAPK,728,631
SPSD88SN,238,214
CBSF175,737,731
SPSD95SN,375,359
ENC2942,16,3
LSDO400WH,34,9
LSOL220GB,127,125
CCORNWH24,199,180
CNT900GB,394,330
SWGS3GBL,178,178
WCSNRO,200,191
LDWWE27182PK,374,332
WSWMWH+ICT45E2760,85,83
CRSF100BM+PHUH1HETBM+LSCY290BC,779,214
PLDMRR,38,32
CRFF140GL+LHNSE27YB+SCRN70BM+LSDO210RR+ICST64E27,44,262
12IP20480,288,249
LDCWE275APK,0,0
LDCWB2215,309,257
LSCY290CH+RPR44WH,248,276
CRSF2003BM+PHHT1PBRBM3PK+WCB5BM3PK+ICST64E273PK,151,135
CRSF100BB+PHCH1PBRBB+LSFT220BB+ICST64E27,37,6
LSCY210BM+RPR44WH,245,385
CRSF100BM+PHSH1PBRYB+LSDO400BI,308,241
CRSF100BL5PK+PHHT1PBRBL5PK,0,0
CRSF100WH2PK+PHCH1PWRSWH2PK+LSDO210WH2PK,121,115
CRSF100BM+WSLS155YB+LSLC180BS,174,160
LQAP3PK,50,50
CRSF100WH5PK+PHHT1PBRWH5PK+ICST64E275PK,0,0
CRSF100WH5PK+PHHT1PWRWH5PK+ICST64E275PK,3,1
ENC4767,20,7
CRFF500CH+PHSF1GYRCH3PK+WCDCCH3PK,0,0
LHRBE27WH,1087,1000
LHSHE27BY,350,438
LHSHE27FG,197,263
CRSF100FGAPK+PHHT1PBRFGAPK,31,1
LHCCE27GR,168,219
LDCWB2225,0,0
LDCWB2225APK,0,0
LDCWE2753PK,0,0
LDCWE2718,274,141
LDCWE279,-1,0
CRSF100PI5PK+PHHT1PBRPI5PK,5,1
CRSF100CO+PHCN1PBRCO+CNT900CO+LSCY290CO,262,223
WCB1BC,183,163
24IP20180,114,95
24IP20240,80,29
CRSF100BU+PHCH1PWRSBU+LSLT360BU,0,0
CRFF140CO+PHUP1PBRCO+WCB5RR,134,125
CRFF140BC+PHUP1PBRYB+WCB5BC+ICST64E27,28,27
PHSF1PWR40WH+LSBS160RE+ICST64E27,35,77
PHSF1PWR40WH+LSBS160GR,85,112
CRSF100CH+PHCHPCRCH+LSMS320GY+LDCWE275,195,2
CRSF100YE+WSCH135YE+LSDO210YE+ICST64E27,30,89
CRSF100BS+PLOTBS+LSFT220BS,24,19
CRSF100RR+PHPV1HERBM+LSDO210RR,17,55
CRSF100BM+PHUH1HETBM+LSCY290BB,350,214
CRSF100HBM+WSLS155BM+PSDS4BPB+WCDTBM,0,357
ENC4346,1,0
CRSF100OR+PHCH1PWRSOR+LSFT220OR+ICST64E27,156,119
WCB2WH,681,500
CRSF100BM+PHSQ1PBRYB+LSFT220WH+LDMST64E274,0,773
LDMA60E278WW2PK,338,768
CRSF2003CO+PHHT1PBRRO3PK+WCB5RR3PK+ICST64E273PK,9,41
LSDO210RR+RPR44WH,141,262
CRSF125BM+TPWDWO+PHDC1PBRBX,0,0
PHCT1BMRBM+PHBA1BMRBM+LSLT360BU,47,40
LSLT360BU3PK+RPR44WH3PK,15,13
CRSF100WH+PHCH1PWRSBD+LSDO210BD,-,
CRSF100BM+PHRI1PCRCH+LSHH240BM,142,88
LDWWE27253PK,163,146
LDCWB2235PK,0,0
LDCWB22255PK,0,0
LDWWE275APK,0,0
PLWEBM+PHHT1PBRBM+WCSRBM,25,0
CRFF140YB+WSNW170YB+LSRP260YB+ICST64E27,128,49
WCB1RR,35,12
24IP20120,142,82
CRSF100BM+PHCH1PBRBC+WCBCBC,78,48
CRSF100SN+PHRI1PCRSN+LSHH240BS+ICST64E27,188,171
CRSF100RR+PLOTRR+ICST64E2760,95,70
CRSF100RR+PHRI1PBRCO+LSHH240RR+ICST64E27,28,17
LDCWE2712APK,0,0
LDWWB2253PK,0,0
LDCWB22252PK,0,0
LDCWB225APK,2,0
PLTABS+ICST64E27,60,57
ENC4361,372,194
WCB1BM,716,393
CRSF100WH+PHUP1PWRWH+CNT900WH+LSCY290WH,215,358
ENC4370,176,62
LDWWE2715,288,240
PHSF1PWR40WH+LSBS160BL,33,77
CRSF100CH+PHCHPCRCH+LSMS320OR+LDCWE2715,195,2
CRSF100BM+WSCH135BM+LSDO210BI+ICST64E27,610,0
CRSF100CO+PHCN1PBRCO+CNT900CO+LSSS300CO,262,223
CRSF100BM+PLOTBM+LSFT220BM+ICST64E27,45,28
CRSF100HBM+WSLS155BM+PSDS4BPB+WCBNBM,54,357
WCB3BM,678,633
LDCWB2215APK,30,25
LDWWB22252PK,0,0
CRSF100BB+PHCH1PBRBB+LSFT220BB,37,6
LSSS300BM+RPR44WH,842,869
WCB7WH,799,576
CRSF100BM+WSHR135BM+LSDM220CH,109,80
LDMG95E278,3995,4959
CRSF100WHAPK+PHHT1PBRWHAPK+ICST64E27APK,0,0
ENC4688,0,44
ENC4742,65,63
ENC4765,44,39
ENC5025,11,4
CRFF500WH+PHUM1PCRCH3PK+WCCLWH3PK,0,0
LHPHE27CO,100,91
LHSHE27CH,75,621
CRSF100FGAPK+PHHT1PBRFGAPK+ICST64E27APK,31,1
CRSF100BM+WSHR135BM+LSFT220BB,353,367
CRSF100BM5PK+PHHT1PBRBM5PK,1457,1263
CRSF100FG5PK+PHHT1PBRFG5PK,62,3
ENC1836,20,508
CBSF155,489,485
CRSF2003CO,160,242
LSLC180BS2PK+RPR44WH2PK,87,80
CRSF100BM+WSHR135BM+LSFT220BI,693,595
CRSF100BM+WSHR135BM+LSFT220GI,0,0
CRSF100BM+WSHR135BM+LSFT220SN+ICST64E27,154,227
PHUH1HETBM+LSCY290BU,0,88
CRSF100GG+PHTT1PWR105GG+WCGSGD,19,15
CRSF100GB+PHUP1PBRGB+CNT900GB+LSCY290GB,176,62
ENC4362,262,223
PHSF1PWR40WH+LSBS160BD,200,
PHSF1PWR40WH+LSBS160WH+ICST64E27,0,92
WCB7BB,26,14
WSNGBM+LSFT220GR,150,149
CRFF140GB+PHUP1PBRGB+WCB5BB+ICST64E27,127,62
CRFF140BC+PHUP1PBRYB+WCB5BC,28,27
CRSF100CH+PHCHPCRCH+LSMS320WH+LDCWE275,195,2
CRSF100CH+PHCHPCRCH+LSMS320BT+LDCWE275,195,2
CRSF100GR+WSCH135GR+LSDO210GR,8,3
CRSF100OR+WSCH135OR+LSDO210OR,129,106
ENC4357,150,85
CRSF100BM+PHPV1HERBM+LSDO210BM,17,55
CRSF100BM+PHUH1HETBM+LSCY290BT,0,0
LDMA60B224CW2PK,4,0
LSWD360BM+RPR44WH,346,456
LSDO400BT+RPR44WH,23,25
12IP2012,185,158
PLWEBC+PHHT1PBRBC+WCSRBC+ICT45E2760,10,17
LHSHE27RO,244,341
ENC5022,19,18
CRFF108RO+WSST70RO+LSDM220RO+ICST64E27,80,72
CRSF100BM+WSHR135BM+LSHH240BS,188,171
CRSF100BM+WSHR135BM+LSHH240BB,110,100
CRSF100RO+WSST70RO,80,72
CRFF500RR+PHOP1PBRRR3PK+LSDO210RR3PK,37,37
LDCWB223,0,0
CRSF100BM+WSHR135BM+LSDM220CO,302,198
LDCWB2233PK,0,0
CRSF100BM+WSHR135BM+LSDM220CO+ICST64E27,302,198
LDCWE275,0,0
CRSF100CH+PHHT1PBRCH+ICST64E27,164,149
CRFF500WH+PHCH1PWRSPI3PK+LSFT220PI3PK,0,1
ENC4095,63,79
CCBKNWE36,235,162
ENC4363,170,145
CRSF100YB+PHCN1PBRYB+CNT900YB+LSCY290YB,149,56
CRFF100WO+PHMH1HERCO+ICST64E27,0,0
ENC4326,38,4
LDWWE2732PK,0,0
LDWWE279APK,0,0
24IP20360,252,162
ENC1117,0,180
ENC4356,262,223
CRSF100BC+PHPV1HERBM+LSDO210BC,17,55
CRFF140GB+PHUP1PBRGB+WCB5BB,127,62
CRSF100CH+PHCHPCRCH+LSMS320BD,-,
CRSF100OR+WSCH135OR+LSDO210OR+ICST64E27,129,106
CRSF100BM+WSCH135BM+LSDO210BI,610,0
ENC4354,372,194
CRSF100BC+PLOTBC+LSFT220BC,152,135
CRSF100BM+PLOTBM+LSFT220BM,45,28
CRSF100BS+PHPV1HERBM+LSDO210BS,17,55
12IP20150,225,177
LDWWB22255PK,0,0
LDWWB22253PK,0,0
LSWD360RR+RPR44WH,0,2
LSLC180BM+RPR44WH,127,92
LSOL180BB+RPR44WH,122,78
LSDO400GY+RPR44WH,59,45
CRFF500WH+PHHT1PCRCH3PK+LSFT220CH3PK,44,39
CNP1000YB,450,390
CRFF108RO+WSST70RO+LSOL220RO,80,72
LDMG95E2743PK,1288,2601
ENC4534,23,35
ENC4734,154,152
ENC4737,103,101
ENC4739,77,72
ENC4907,75,43
ENC5028,19,18
CRFF500BM+PHSH1PBRYB3PK+WCFRHE3PK,20,18
CRSF100BM+PLOTBM,45,28
LDWWE2725,490,439
LDWWB2255PK,0,0
CRFF500WH+PHCH1PWRSOR3PK+LSFT220OR3PK,52,39
LDCWB227APK,0,0
LDWWB2252PK,0,0
LDWWE2712,198,94
LDWWE2752PK,1,1
ENC4082,0,1
CCBKNWE12,520,220
CRSF100YE2PK+LHLTE27YE2PK+WCGSYE2PK,0,47
PLWERR+PHHT1PBRRR+WCSRRR+ICT45E2760,0,0
ENC3515,55,0
CRSF100GR2PK+LHLTE27GR2PK+WCGSGR2PK,0,35
PHSF1PWR40WH+LSBS160BL+ICST64E27,33,77
LDWWE27155PK,57,48
LDWWE2735PK,0,0
PLHTBC+ICST64E27,48,39
PLHTRR+ICST64E27,89,80
PHSF1PWR40WH+LSBS160YE+ICST64E27,7,181
CRSF100YE+WSCH135YE+LSDO210YE,30,89
ENC4355,372,194
CRSF100BB+PLOTBB+LSFT220BB+ICST64E27,37,6
CRSF100BC+PHPV1HERBM+LSDO210BC+ICST64E27,17,55
CRSF100BM+PHPV1HERBM+LSDO210BI,17,55
CRSF100BM+PHUH1HETBM+LSCY290YE,779,214
ENC4345,0,357
LSDO300YB+RPR44WH,134,68
CRFF140GL+LHNSE27YB+SCRN70BM+LSDO210BM+ICST64E27,44,871
WCB3RR,146,141
WCB4WH,504,471
CCBC9,597,564
24IP20200,130,121
PHSF1PWR40WH+LSBS160GY,5,193
CRSF100CH+PHCHPCRCH+LSMS320WH,195,2
CRSF100BM+WSCH135BM+LSDO210BM,610,0
ENC4358,59,5
CRSF100RR+PLOTRR+LSFT220RR,95,70
CRSF100BM+PHUH1HETBM+LSCY290RR+ICST64E27,38,214
CRSF100HBM+WSLS155BM+PSDS4BPB+WCMSBM,1,0
CRSF100BL2PK+WSCH135BT2PK+LSDO210BL2PK,13,15
12IP2015,126,106
CRSF100BM+WSHR135BM+LSFT220OR,628,500
LDWWE2718APK,74,66
LSSS300GR+RPR44WH,737,466
12IP20400,34,1
CRSF100BM+WSHR135BM+LSDM220FG,94,177
CRSF100BM+WSHR135BM+LSDM220SN+ICST64E27,315,234
ENC4187,51,124
CRSF100BL+PHHT1PBRBL+ICST64E27,0,0
LHSPE27RO,72,72
LSCP150BA,239,158
ENC4743,65,63
ENC4768,2,7
ICMUSHE2760,-79,0
CRFF500BM+PHTT1PBRBM3PK+WCRTBR3PK,65,63
CRFF500RR+PHSH1PBRRR3PK+LSLC180RR3PK,19,18
LHRTE27BM,3888,3833
LSCY290GR+RPR44WH,1534,619
WCB7BC,427,359
CRSF100CH+PHCHPCRCH+LSMS320GY,195,2
24IP20480,0,0
CRSF100RE+WSCH135RE+LSDO210RE,44,113
CRSF100BM+PHUH1HETBM+LSCY290BT+ICST64E27,0,0
WCB6RR,148,124
12IP2024,221,157
CRSF100BM+PHSQ1PBRYB+LSFT220WH,0,773
LDMA60E274WW2PK,144,1562
LSLC180RR+RPR44WH,178,169
LSSS300BB+RPR44WH,3,17
LSDO400YE+RPR44WH,121,85
CRSF100BM+PHSQ1PBRYB+LSFT220OR,0,500
CRSF100BM+PHSH1PBRYB+LSDO400BI+ICST64E27,308,241
ENC5027,19,18
LDMG95E2783PK,1331,1653
CRSF100BS+PHCH1PBRBS+LSLC180BS+ICST64E27,61,21
CRSF100BS+PHCH1PBRBS+LSTF40BS,61,21
LHSPE27SN,54,51
LSCY290BU3PK+RPR44WH3PK,0,29
CRSF100WH+PHHT1PBRWH+ICST64E27,0,0
CRSF100WH6PK+PHCH1PWRSWH6PK,47,38
CRSF100ROAPK+PHHT1PBRROAPK+ICST64E27APK,2,32
CRSF100BCAPK+PHHT1PBRBCAPK,18,27
CRSF100ROAPK+PHHT1PBRROAPK,2,32
PHUP1PBRGB,565,62
CRSF2003WH+PHTT1PWR105RE3PK+WCGSRE3PK,26,25
ENC5021,19,18
CRSF100BM+WSHR135BM+LSDM220YB+ICST64E27,325,172
CRSF100WH2PK+PHCH1PWRSBD2PK+LSDO210BD2PK,-,
CRSF100WH2PK+PHCH1PWRSGR2PK+LSDO210GR2PK,28,0
CRSF100CH+PHHT1PBRCH,164,149
LHSQE27BY,65,65
CRSF100RO+PHSH1PBRRO+WCLCRO+LDMT185E274,27,158
CRSF100WH6PK+PHCH1PWRSWH6PK+ICST64E276PK,47,38
CRSF100WHAPK+PHCH1PWRSWHAPK+ICST64E27APK,28,23
CRSF100BC5PK+PHHT1PBRBC5PK,36,55
PHUH1HETBM,779,214
LHBBE27BN,149,148
LHBRE14BM,611,1518
PHSF2BMTBY,227,203
SOV101GTD,162,161
CRFF100FG,175,138
CRSF100BL6PK+PHCH1PWRSBL6PK,34,30
CRSF100BL6PK+PHCH1PWRSBL6PK+ICST64E276PK,34,30
CRSF100BM+PHAH2RBMBM+ICST64E27,53,39
CRSF100BM+WSHR135BM+LSFT220BL,551,595
CRSF100CH+PHCHPCRCH+LSMS320GR,195,2
CRSF100BL+WSCH135BT+LSDO210BL+ICST64E27,26,31
CRSF100GR+WSCH135GR+LSDO210GR+ICST64E27,8,3
CRSF100BL+WSCH135BT+LSDO210BL,26,31
CRSF100BM+WSCH135BM+LSDO210BG+ICST64E27,610,0
CRSF100BM+PHCN1PBRBM+CNT900BM+LSSS300BI,372,194
WSWMBM+ICT45E2760,0,0
LDWWE2718,748,665
LDWWE27185PK,149,133
IMCW,10270,0
LSSS300CH+RPR44WH,150,85
LSSS300YE+RPR44WH,269,211
CRFF500RR+PHSH1PBRRR3PK+LSCY210RR3PK,19,18
CRSF100BM+WSHR135BM+LSOL180BS,171,128
CRSF100WH2PK+PHCH1PWRSRE2PK+LSDO210RE2PK,54,79
LDMG95E2785PK,799,991
LSDL100BM,0,0
CRSF100RR+PHHT1PBRRR+ICST64E27,95,70
CRSF100WH+PHUM1PCRCH+WCCLWH,0,0
ENC4628,57,48
ENC4754,14,15
ENC4755,19,18
CRFF500RO+PHSH1PBRRO3PK+WCLCRO3PK,9,52
LDCWE2792PK,0,0
ENC4103,18,0
LDCWB22152PK,154,128
CRFF500WH+PHCH1PWRSGY3PK+LSFT220GY3PK,93,82
ENC4101,68,60
LDCWE27122PK,0,0
LDWWE275,2,2
PLTARR+ICST64E27,56,56
5IP20200,276,243
5IP20150,365,361
24IP2048,95,45
ENC4367,215,358
CRSF2003FG+PHTT1PWR105GG3PK+WCGSGD3PK,6,5
LDWWE273APK,0,0
LDWWE2792PK,0,0
CRSF100CH+PHCHPCRCH+LSMS320RE,195,2
CRSF100WH+WSCH135WH+LSDO210WH,91,60
CRSF100NB+WSCH135NB+LSDO210NB+ICST64E27,131,126
12IP20360,76,0
CRFF108RO+WSNW170RO+LSDM220RO+ICST64E27,195,163
CRSF100BM+WSHR135BM+LSFT220OR+ICST64E27,628,500
CRSF100BM+PHSQ1PBRYB+LSFT220RE+LDMST64E274,0,497
IMRGCPK,899,79
IMBL,1506,296
CRSF2003CO+PHHT1PBRRO3PK+WCB5RR3PK,9,41
CRSF2003BM+PHHT1PBRBM3PK+WCB5BM3PK,151,135
LSSS300GY+RPR44WH,190,237
CRSF100BM+PHSH1PBRYB+LSDO400NB,0,0
ENC637,26,25
CRSF100BM+WSHR135BM+LSHH240BS+ICST64E27,188,171
CNT900YB,420,340
CRSF100BM+WSHR135BM+LSDM220CH+ICST64E27,109,80
CRSF100BM+WSHR135BM+LSDM220GB+ICST64E27,138,0
CRSF100BM+WSHR135BM+LSDM220YB,325,172
LDMG125E2785PK,561,649
CRSF100BB+PHCH1PBRBB+LSTF40BB+ICST64E27,37,6
ENC4646,9,52
ENC4689,0,44
ENC4741,61,60
HKR10CO,1329,1323
CRFF500BB+PHCH1PBRBB3PK+LSTF40BB3PK,23,35
CRFF500RR+PHCH1PBRRR3PK+WCB1RR3PK,11,4
LSDO300BU+RPR44WH,113,108
PSOS2HETBM+WCWVBM+ICST64E27,48,23
CRSF100BM+LHHTE27BM+WCWVBM+ICST64E27,98,84
LHLEE27BM,0,0
CCBKNWE48,260,64
CRSF2003YB+LHTKE27YB3PK+ICST64E273PK,11,10
CRSF100BM+PHAH2RCOBR+ICST64E27,0,0
CRSF100BM+WSHR135BM+LSFT220BG+ICST64E27,693,595
CRSF100BM+WSHR135BM+LSFT220GR,693,595
CRSF100BM+WSHR135BM+LSFT220GY,693,595
CRSF100BM+WSHR135BM+LSFT220NB,259,182
ENC4647,9,52
ENC5019,37,37
ENC5020,19,18
ENC5023,12,9
IMRGFPK,179,15
